symbol,strategy,model_branch,signals_evaluated,signals_generated,executable_intents,blocked_intents,avg_signal_strength,avg_expected_return,avg_fee_adjusted_expected_return,realized_pnl,average_win,average_loss,expectancy,profit_factor,drawdown,closing_legs,blocked_intent_rate_pct,intent_conversion_rate_pct,winners,losers
00-USD,ml_enhanced_orderbook,unknown,39,37,0,37,0.3899146914,-0.1970958102,0.1718344832,0.0,,,,,0.0,0,100.000000,0.000000,0,0
1INCH-USD,ml_enhanced_orderbook,unknown,39,32,0,32,0.2744390770,0.2880428797,0.2592948748,0.0,,,,,0.0,0,100.000000,0.000000,0,0
2Z-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1392363778,0.0116475501,0.1223888601,0.0,,,,,0.0,0,100.000000,0.000000,0,0
A8-USD,ml_enhanced_orderbook,unknown,39,33,0,33,0.3622322018,0.2742955445,0.2341349336,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AAVE-USD,ml_enhanced_orderbook,unknown,39,15,0,15,0.1682690940,0.0457483587,0.2097467945,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ABT-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1235752327,0.0847299187,0.1629718204,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ACH-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1549911241,0.0935151455,0.1480284198,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ACS-USD,ml_enhanced_orderbook,unknown,39,16,0,16,0.2968307428,-0.7470867150,0.0307218464,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ADA-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1269946477,-0.1961039704,0.2051146758,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AERGO-USD,ml_enhanced_orderbook,unknown,39,16,0,16,0.2377085632,0.2075250759,0.2745839763,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AERO-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1301885325,0.1082588346,0.1474345984,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AGLD-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0987290634,,,0.0,,,,,0.0,0,,,0,0
AI-USD,ml_enhanced_orderbook,unknown,39,37,0,37,0.3076196449,-0.2224721047,0.2005113557,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AIOZ-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0972421957,0.1837988272,0.1650071939,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AKT-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1293393829,0.0057603264,0.4020794313,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALCX-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.3820640789,0.3635695233,0.3288274982,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALEO-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.7719032856,-0.6916524493,0.6664332101,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALEPH-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.6531705138,-0.5829636539,0.5562454809,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALGO-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1396043998,-0.0663872920,0.1272883823,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALICE-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.0644121341,-0.1237335093,0.1668956609,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALIGN-USD,ml_enhanced_orderbook,unknown,39,15,0,15,0.1760276982,0.2988402414,0.2763417308,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALLO-USD,ml_enhanced_orderbook,unknown,39,32,0,32,0.3522938079,0.2314174683,0.2138087451,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ALT-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.5033011291,-0.4627069365,0.4299944784,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AMP-USD,ml_enhanced_orderbook,unknown,39,12,0,12,0.1555307256,-0.4079084545,0.1485589695,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ANKR-USD,ml_enhanced_orderbook,unknown,39,1,0,1,0.0857227291,-0.0879147649,0.0451083133,0.0,,,,,0.0,0,100.000000,0.000000,0,0
APE-USD,ml_enhanced_orderbook,unknown,39,30,0,30,0.3915040208,0.5939480652,0.5762235455,0.0,,,,,0.0,0,100.000000,0.000000,0,0
API3-USD,ml_enhanced_orderbook,unknown,39,4,0,4,0.1476378000,0.2476615086,0.2249924454,0.0,,,,,0.0,0,100.000000,0.000000,0,0
APR-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1303982611,-0.1471539419,0.1292183868,0.0,,,,,0.0,0,100.000000,0.000000,0,0
APT-USD,ml_enhanced_orderbook,unknown,39,4,0,4,0.1221893918,0.1786891595,0.1614035057,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ARB-USD,ml_enhanced_orderbook,unknown,39,21,0,21,0.2651827289,0.2933166550,0.2752343716,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ARKM-USD,ml_enhanced_orderbook,unknown,39,24,0,24,0.2544869086,0.2530154915,0.2257129507,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ARPA-USD,ml_enhanced_orderbook,unknown,39,25,0,25,0.2076754622,-0.1751680118,0.1455897657,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ARX-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.5157047197,-0.3903570634,0.3697279426,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ASM-USD,ml_enhanced_orderbook,unknown,39,28,0,28,0.2711353861,0.2755355070,0.2396446572,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AST-USD,ml_enhanced_orderbook,unknown,39,13,0,13,0.2696159532,0.1075280615,0.0672951009,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ASTER-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0433549368,,,0.0,,,,,0.0,0,,,0,0
ATH-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.4171431286,-0.3778142241,0.3387042678,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ATOM-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.7977445095,0.6826256254,0.6651057235,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AUCTION-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.1563280179,,,0.0,,,,,0.0,0,,,0,0
AUDIO-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1876028963,0.1566432213,0.1318611202,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AURORA-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0203933729,,,0.0,,,,,0.0,0,,,0,0
AVAX-USD,ml_enhanced_orderbook,unknown,39,19,0,19,0.2018335217,0.1394431922,0.1222666354,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AVNT-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1518326619,0.0760499460,0.0580294454,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AVT-USD,ml_enhanced_orderbook,unknown,39,18,0,18,0.3101690170,0.5029843061,0.4785182953,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AWE-USD,ml_enhanced_orderbook,unknown,39,24,0,24,0.2368338710,0.2096524043,0.1857016896,0.0,,,,,0.0,0,100.000000,0.000000,0,0
AXL-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0613156003,,,0.0,,,,,0.0,0,,,0,0
AXS-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0470957462,,,0.0,,,,,0.0,0,,,0,0
AZTEC-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.1752385067,-0.1239968352,0.0996313709,0.0,,,,,0.0,0,100.000000,0.000000,0,0
B3-USD,ml_enhanced_orderbook,unknown,39,18,0,18,0.2655512832,0.5062589977,0.2813017633,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BADGER-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.3408339016,0.2931638849,0.2574853218,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BAL-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0711762038,0.2586729303,0.2382628706,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BAND-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.5305976203,0.4716241642,0.4487832545,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BARD-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.4429024351,0.4124201215,0.3945240386,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BASED1-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1694975229,0.1360542695,0.1918920561,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BAT-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1744982429,-0.2506248666,0.2320261616,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BCH-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1463028541,0.2736526286,0.2563083627,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BEAM-USD,ml_enhanced_orderbook,unknown,39,1,0,1,0.0583227624,-0.7721387744,0.6883831002,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BERA-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.1274595446,0.1127550974,0.0938107258,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BICO-USD,ml_enhanced_orderbook,unknown,39,10,0,10,0.1858353836,-0.3735230692,0.3512492797,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BIGTIME-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.7412464382,0.6105642556,0.5772091165,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BILL-USD,ml_enhanced_orderbook,unknown,39,38,0,38,0.7045037292,0.5782335495,0.5564091149,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BIO-USD,ml_enhanced_orderbook,unknown,39,26,0,26,0.2915801724,-0.2904589650,0.2700019338,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BIRB-USD,ml_enhanced_orderbook,unknown,39,12,0,12,0.2080454412,0.2110095421,0.1921430939,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BLAST-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0279836718,-0.3998967707,0.0161257417,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BLEND-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.1255113641,,,0.0,,,,,0.0,0,,,0,0
BLUR-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.4732914620,-0.3911966460,0.3664293088,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BLZ-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.5276143092,0.4894439532,0.4586863653,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BNB-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1286789630,-0.1730614134,0.1557754998,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BNKR-USD,ml_enhanced_orderbook,unknown,39,6,0,6,0.1015945611,0.5496600916,0.1418696216,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BNT-USD,ml_enhanced_orderbook,unknown,39,19,0,19,0.2246480513,0.1883363971,0.1675086710,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BOBA-USD,ml_enhanced_orderbook,unknown,39,36,0,36,0.2601551261,-0.1610697067,0.1334876961,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BOBBOB-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0868619327,,,0.0,,,,,0.0,0,,,0,0
BONK-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0820445201,,,0.0,,,,,0.0,0,,,0,0
BREV-USD,ml_enhanced_orderbook,unknown,39,3,0,3,0.1310912383,0.1349368791,0.1138800839,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BTC-USD,ml_enhanced_orderbook,unknown,39,12,0,12,0.2298215623,0.3964830954,0.3794829656,0.0,,,,,0.0,0,100.000000,0.000000,0,0
BTRST-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.3403614630,-0.2144196706,0.1882301274,0.0,,,,,0.0,0,100.000000,0.000000,0,0
C98-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0958483420,,,0.0,,,,,0.0,0,,,0,0
CAKE-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.7073713083,0.6103015787,0.5914272586,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CAP-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1019967022,0.1529128642,0.1518444540,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CBETH-USD,ml_enhanced_orderbook,unknown,39,6,0,6,0.1098197035,0.2945729867,0.2773145523,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CELR-USD,ml_enhanced_orderbook,unknown,39,6,0,6,0.1557254447,0.1386289597,0.0756146994,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CFG-USD,ml_enhanced_orderbook,unknown,39,4,0,4,0.1453440229,0.1364525557,0.1185221492,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CGLD-USD,ml_enhanced_orderbook,unknown,39,9,0,9,0.1659705860,0.1602562351,0.1386566214,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CHECK-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0858259719,-0.3438117206,0.3192474198,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CHIP-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0815414052,,,0.0,,,,,0.0,0,,,0,0
CHZ-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.4139732566,0.3697121770,0.3451508420,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CLANKER-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1379080243,-0.2312644813,0.2118007368,0.0,,,,,0.0,0,100.000000,0.000000,0,0
COMP-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1299816196,-0.1992794807,0.2087751560,0.0,,,,,0.0,0,100.000000,0.000000,0,0
COOKIE-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1544588445,0.1093633046,0.2467342822,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CORECHAIN-USD,ml_enhanced_orderbook,unknown,39,6,0,6,0.1268191653,0.0865303197,0.0634626835,0.0,,,,,0.0,0,100.000000,0.000000,0,0
COSMOSDYDX-USD,ml_enhanced_orderbook,unknown,39,33,0,33,0.2887185172,-0.2738098283,0.2532702291,0.0,,,,,0.0,0,100.000000,0.000000,0,0
COTI-USD,ml_enhanced_orderbook,unknown,39,13,0,13,0.2563555634,0.5277761313,0.6266345107,0.0,,,,,0.0,0,100.000000,0.000000,0,0
COW-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1378309328,0.0985672218,0.0783565074,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CRO-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0622096612,,,0.0,,,,,0.0,0,,,0,0
CRV-USD,ml_enhanced_orderbook,unknown,39,9,0,9,0.1793384527,0.1386876141,0.1211352762,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CTR-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.0957410471,0.0916467778,0.1040080922,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CTSI-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1213590270,0.0773897616,0.0564430903,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CTX-USD,ml_enhanced_orderbook,unknown,39,1,0,1,0.0618130511,-0.1109131128,0.0892198509,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CVC-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.4752913041,0.4267487900,0.4040602943,0.0,,,,,0.0,0,100.000000,0.000000,0,0
CVX-USD,ml_enhanced_orderbook,unknown,39,23,0,23,0.2091225378,0.0854997236,0.0656481247,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DASH-USD,ml_enhanced_orderbook,unknown,39,22,0,22,0.2508064209,0.2736201360,0.2551594978,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DBR-USD,ml_enhanced_orderbook,unknown,39,9,0,9,0.2101235124,-0.1503896125,0.1267541473,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DEEP-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0618588229,0.0340792723,0.0094645690,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DEGEN-USD,ml_enhanced_orderbook,unknown,39,2,0,2,0.0936951310,-0.1290591247,0.0171824430,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DEXT-USD,ml_enhanced_orderbook,unknown,39,36,0,36,0.3579851798,0.3401301122,0.2928487622,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DIA-USD,ml_enhanced_orderbook,unknown,39,10,0,10,0.2236275986,0.1390268944,0.1870593270,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DIEM-USD,ml_enhanced_orderbook,unknown,39,4,0,4,0.1343722060,-0.0176359117,0.1009455500,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DIMO-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0407754613,,,0.0,,,,,0.0,0,,,0,0
DNT-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0996450984,,,0.0,,,,,0.0,0,,,0,0
DOGE-USD,ml_enhanced_orderbook,unknown,39,1,0,1,0.0799139640,0.3891078234,0.3710226951,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DOGINME-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0298277178,,,0.0,,,,,0.0,0,,,0,0
DOLO-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0755002519,,,0.0,,,,,0.0,0,,,0,0
DOOD-USD,ml_enhanced_orderbook,unknown,39,29,0,29,0.2446572053,0.2113545578,0.1190799398,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DOT-USD,ml_enhanced_orderbook,unknown,39,6,0,6,0.1343672961,0.1992004445,0.1814863871,0.0,,,,,0.0,0,100.000000,0.000000,0,0
DRIFT-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0727591072,,,0.0,,,,,0.0,0,,,0,0
DRV-USD,ml_enhanced_orderbook,unknown,39,36,0,36,0.3314459488,0.5664324553,0.5467727471,0.0,,,,,0.0,0,100.000000,0.000000,0,0
EDGE-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1336827429,-0.0474328361,0.2205072143,0.0,,,,,0.0,0,100.000000,0.000000,0,0
EDGEX-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0670814847,,,0.0,,,,,0.0,0,,,0,0
EGLD-USD,ml_enhanced_orderbook,unknown,39,29,0,29,0.2742384107,0.3240714433,0.3036997399,0.0,,,,,0.0,0,100.000000,0.000000,0,0
EIGEN-USD,ml_enhanced_orderbook,unknown,39,25,0,25,0.2971577777,0.2404221815,0.2228551315,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ELA-USD,ml_enhanced_orderbook,unknown,39,39,0,39,0.5012248495,0.4145489052,0.3868254566,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ELSA-USD,ml_enhanced_orderbook,unknown,39,15,0,15,0.2242608141,-0.1297816222,0.1097248240,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ENA-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1645052627,0.2328661572,0.2737312214,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ENS-USD,ml_enhanced_orderbook,unknown,39,19,0,19,0.3423144603,0.4402585845,0.4209571893,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ERA-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.0992582131,0.0759999074,0.0549008318,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ESP-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.1221856971,-0.0614734471,0.0918865208,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ETC-USD,ml_enhanced_orderbook,unknown,39,9,0,9,0.1305240748,0.0170447516,0.0978856278,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ETH-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1262111431,-0.1920410683,0.1835137104,0.0,,,,,0.0,0,100.000000,0.000000,0,0
ETHFI-USD,ml_enhanced_orderbook,unknown,39,1,0,1,0.1293023794,0.0287067275,0.0099569463,0.0,,,,,0.0,0,100.000000,0.000000,0,0
EUL-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0437643209,,,0.0,,,,,0.0,0,,,0,0
FAI-USD,ml_enhanced_orderbook,unknown,39,7,0,7,0.1593024225,0.2562147315,0.2040056728,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FARM-USD,ml_enhanced_orderbook,unknown,39,25,0,25,0.2598794022,0.2660157970,0.2325518828,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FARTCOIN-USD,ml_enhanced_orderbook,unknown,39,15,0,15,0.2064359531,0.3808213515,0.3709013718,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FET-USD,ml_enhanced_orderbook,unknown,39,14,0,14,0.2031968717,-0.2918485648,0.3003736060,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FIDA-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0493396794,,,0.0,,,,,0.0,0,,,0,0
FIGHT-USD,ml_enhanced_orderbook,unknown,39,30,0,30,0.2505904751,-0.2646820873,0.2174826894,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FIL-USD,ml_enhanced_orderbook,unknown,39,11,0,11,0.1507428692,0.1307482723,0.1327549706,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FLOCK-USD,ml_enhanced_orderbook,unknown,39,5,0,5,0.1109999057,0.0371132854,0.3050525804,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FLOKI-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0246072820,,,0.0,,,,,0.0,0,,,0,0
FLOW-USD,ml_enhanced_orderbook,unknown,39,8,0,8,0.1057784720,-0.1136618282,0.0931408760,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FLR-USD,ml_enhanced_orderbook,unknown,39,31,0,31,0.4897490759,0.5360647887,0.5050202434,0.0,,,,,0.0,0,100.000000,0.000000,0,0
FLUID-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0597709487,,,0.0,,,,,0.0,0,,,0,0
FORT-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0701713383,,,0.0,,,,,0.0,0,,,0,0
FORTH-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.1573761533,,,0.0,,,,,0.0,0,,,0,0
FOX-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0279100664,,,0.0,,,,,0.0,0,,,0,0
FUN1-USD,ml_enhanced_orderbook,unknown,39,33,0,33,0.2301455095,0.1632249548,0.1420518541,0.0,,,,,0.0,0,100.000000,0.000000,0,0
G-USD,ml_enhanced_orderbook,unknown,39,0,0,0,0.0712644068,,,0.0,,,,,0.0,0,,,0,0
